Heart_Rate,Body_Temperature,Blood_Oxygen,Step_Count,Activity_Status,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,GSR_Value,HRV,Sweat_Response
114,36.6,99.0,361.0,Running,-14.342446491694764,-4.998160708776521,-0.7910224850641068,-5.048653523549688,-0.3788214326772994,-11.234446669923026,2.4665630743028912,36.64523227970192,4.169074086681878
117,37.1,98.0,598.0,Running,2.558341667362916,-9.591884414666612,-19.582366708414657,10.287477348558491,-5.3592861652007775,1.0564184613973635,3.411943861344481,58.04436364275785,0.8159105298176073
176,36.9,95.0,361.0,Running,-2.29895390707644,3.697544831839552,3.3955870638003285,-3.640014706145673,4.089448290125143,-2.4595122375310257,10.852672084648944,47.56814036780212,7.510280277968954
165,37.1,98.0,723.0,Running,1.710862565752022,-12.197616092451888,-10.32347251910183,8.123392292347804,3.191959628041915,-11.027830285495346,11.53990426236473,65.0244773781284,3.2792542405459155
140,37.1,96.0,573.0,Running,2.523993829083091,-17.43145843926193,-6.112935814818891,1.615396365580145,-1.6430923787449232,4.485330984435661,2.4584031758860223,70.90181791286648,9.081501086478708
150,37.0,98.0,783.0,Running,-0.2598359794023254,-0.5447297749224597,2.1308421571612843,-7.815954043483285,-0.8139645303614711,-5.688428352124083,13.194570819227271,55.694594725789486,0.5436815229141612
177,37.0,100.0,439.0,Running,0.5902560574220591,2.7436925379342387,8.526663760749791,4.415548885735795,0.2045958769786056,-1.00745766973759,8.804987389992624,41.65821879858829,4.389583429234648
132,36.6,96.0,479.0,Running,-13.738140415364354,13.185116452318782,-11.20144814475874,-3.34072042769497,-1.3144541460413384,7.052295726017519,8.469795460386289,53.27801063616418,1.477884338330056
159,36.8,99.0,660.0,Running,-4.934061410338753,10.723076881015295,3.2218716209741083,4.263868375611097,3.5909286285396727,-2.3974648369962166,11.39164864372406,58.22479441331748,2.4817216547676804
172,36.7,99.0,579.0,Running,-10.410576394515829,-1.5484774060740965,15.814370436774745,-3.21774916158731,3.3643061798341,0.9864613281560322,2.3819640077946995,77.83254972191395,16.144287381671663
163,37.1,95.0,779.0,Running,4.64120582022478,-4.1834344854847165,4.444636154837003,5.149804087905806,2.9590706687068904,1.5565433672144244,6.331415451520403,53.36352116802938,3.949451443725704
176,36.9,100.0,718.0,Running,-3.156202858815621,0.7185160784463581,-12.030556588342527,2.1179953279673054,7.745100757475937,4.706552903837417,5.572739780385908,44.95419581883296,14.285038002691548
147,37.4,100.0,667.0,Running,12.809998991967795,16.356410947836054,13.481926770453873,7.061102777077146,0.2544385092800903,-1.0902294769618692,8.587319023785229,52.58381579616556,3.318828468591663
135,37.1,97.0,451.0,Running,2.546851383634551,-2.4082820280422546,-1.6961038779819222,-5.311967640734398,-1.1160112731740257,-5.448165186711941,4.436946126199068,63.31255951121089,15.149246575805542
135,36.6,96.0,571.0,Running,-12.122116966605205,-26.429489100827404,-10.74349585157298,-0.935721325022744,-8.004519892382579,-1.852540492950145,7.349661569289088,50.90128991922745,8.834339881701771
155,36.6,98.0,670.0,Running,-12.94047480822591,-0.5320896918745597,-14.112498649424086,4.9286499783993145,-4.14248512390123,-7.02783509589321,14.886536569747047,55.824680081351744,7.536875000457959
114,37.1,98.0,754.0,Running,2.9104497976852235,6.8228223751715005,-8.300221213519613,12.94781821009307,-8.215944055770837,4.511385868933236,11.98883549921426,30.008339037805253,3.008626417596666
118,37.1,98.0,401.0,Running,3.395192453070362,11.040337289568024,-21.103223113316407,1.6289815829108325,8.307350828640091,7.596419618208844,16.2791457346938,38.41146876865639,0.5404779585026915
152,36.8,98.0,762.0,Running,-6.66424227146921,-2.6351091674373395,-6.261825127357122,0.97192150788668,0.1044324414798089,2.5539604426379734,17.462040487254303,55.68729678089186,1.1828947525605038
147,37.1,95.0,393.0,Running,2.8721102383270765,25.21892607184863,16.091748569336417,1.6924192173084558,-6.300823825862901,-3.289172769260685,14.148960507755152,41.045385699183896,12.016231326206633
132,36.7,95.0,445.0,Running,-9.551880368227753,-5.621887667426316,-24.49417600576102,6.585575336699327,-5.55728978468516,-5.877973028124258,19.933999867173764,45.8001004718828,9.06137802691662
136,37.3,96.0,461.0,Running,11.35423667427256,-0.3209820481167842,-13.617810174283242,-10.609274495042971,2.4911087424839256,2.986141091266924,13.833664861392084,57.72941482436701,10.264535900847848
122,36.8,98.0,579.0,Running,-8.042686719846763,-5.325562757110897,-16.12490772017754,-3.0391099354721622,5.700745192606332,-4.741740021121004,8.52401836132669,37.48577284948063,5.309646500065396
166,37.6,95.0,706.0,Running,18.58857123000869,14.739131288110348,5.526309376513124,-2.523874606141088,-6.287889294573081,-6.162616573842545,17.712428437523478,40.829221289170576,1.3237605811432438
155,36.8,97.0,472.0,Running,-7.994940792661295,-20.319224277599865,2.755675954899883,-1.8341220590734373,-0.3797551182126138,2.910132835423634,7.753347409917173,52.7962425461607,2.7953549997553315
124,37.0,98.0,762.0,Running,0.1274185404034888,-10.883643285565125,-16.59097677911478,6.085792604127482,-8.038305135590294,1.7482502364984684,12.281832006925592,40.87660238832861,4.4834182695493245
152,36.5,98.0,673.0,Running,-14.845502801921477,4.35378045256319,-9.489775657663628,-1.2945248685203867,2.9427663488535987,3.0623439700680115,14.204109267517907,71.7095854908771,8.242023049811563
151,36.6,95.0,591.0,Running,-12.208240031377484,6.036168948053785,3.1338629545968626,-6.729898401233743,-6.815870022964052,-0.6724839220086636,12.592050518688458,74.60921845232431,2.3734280189181867
138,37.2,99.0,726.0,Running,5.495688358408698,10.280290413201516,-4.208174303027479,2.445935650738317,-0.9545189586364934,5.454902125929834,1.1228227980045005,38.38077544972127,5.352683195226559
166,36.7,100.0,790.0,Running,-9.190685391168204,5.9388975231872685,0.3977985737980474,-1.2062882730927122,2.3620313894018867,5.225442370423767,1.4549790401391864,61.26649181760965,13.50257867336098
164,37.2,97.0,337.0,Running,5.035102318939646,17.196982983446773,-6.496428991999292,9.49940967447608,1.7780667439282998,0.1195152164247773,18.88801051261524,50.42686371774738,6.7762820978052165
138,37.2,100.0,358.0,Running,6.383634262796821,3.911533920650295,8.770258894055525,4.237108385752108,-2.260451664165402,-6.996530874009707,8.739944960043815,49.53194766591374,2.720156971284471
162,37.2,99.0,388.0,Running,6.725349865670233,-13.212217136635989,6.211013433134566,3.694052404437515,3.720959857499684,-5.294537935283002,16.393060709234348,50.33946279015304,4.051101464384068
164,37.2,100.0,620.0,Running,6.212406418716511,4.631455327647822,16.063344693351862,-8.08155304218294,3.6538205953326224,-2.6548544890598222,12.692994816595872,61.7538449719791,3.589499619000512
161,37.0,97.0,447.0,Running,-1.1244171263756104,-12.539854274009876,-1.9950875290031456,-0.8441086159500532,2.922064902362421,2.316442650590531,6.382403666358969,62.03192687927179,1.3165047710910107
159,37.1,100.0,363.0,Running,3.968820767417364,-13.78527874911258,-15.247777332795549,5.005230462835706,4.608250559622297,-1.0223561049306076,1.3826191300365067,46.67730105571814,17.339686712109444
176,36.7,98.0,480.0,Running,-9.083918621465214,-5.641250697130185,5.47160374271288,8.199822646856965,2.183692758667548,3.147647921109054,17.71529564359253,48.43485810519662,11.258092668694664
119,36.7,95.0,638.0,Running,-10.03899888507604,-0.9413870173015688,-9.02260121217779,-8.009829059485842,-5.3552683982452445,-3.157888645826657,18.050328631810583,52.71876743903076,12.659792427195155
118,36.7,98.0,767.0,Running,-9.61878478026992,6.093737629728525,11.888357459795998,-3.712352928490241,-5.436229694314013,-2.455768735710524,8.802970027195375,35.73633905469152,1.8636075539376729
152,37.1,97.0,303.0,Running,4.528614047780054,-15.388202254926474,1.3888257536710666,-6.600112556103529,-5.429125644425927,-1.4243774668483542,4.984115271173817,54.77781507198311,3.818854756021558
177,37.1,98.0,726.0,Running,2.75372030380332,-0.6876239722947409,-10.812992740503962,1.5958725520959025,-2.987550973458208,-2.280604137370941,11.92615089571748,44.5532500826665,2.930735313349439
142,36.8,97.0,394.0,Running,-6.102455294241819,-16.277417148456717,-21.09832781093433,6.702252230115723,7.1118493084925385,0.9071331005698569,4.929539969534529,19.88814708882485,6.996610926182949
127,37.2,100.0,349.0,Running,7.966048764621809,0.2775200860785195,2.6204446779046493,5.380035692992991,3.252250462680696,-1.798148362262312,4.774000663375514,62.89377308515334,1.340069185465441
177,37.2,96.0,546.0,Running,7.323477330207966,0.9419836140216372,-1.714605615615005,-3.542033834552314,-1.919856359761758,1.7490001228395378,15.27429956310157,33.520693622332814,7.239888035094612
120,37.0,95.0,475.0,Running,1.1498083564260635,-3.029886809992666,-8.804986221552166,-7.920679715027449,15.549592780026805,-8.881231667332258,4.473454382245292,53.32337710436316,12.602905617829109
154,37.4,97.0,409.0,Running,12.793692310112426,10.112076486792622,0.1014556744651299,-1.3426532395291615,3.3296212602723068,9.162785217396008,16.367700146341996,70.26609338619708,9.345790332763649
157,37.0,96.0,389.0,Running,0.2058376480010386,-14.558491655762326,-12.855995077031563,-4.455961127076437,2.107933053072278,4.070758810591332,17.634284357522034,63.29286782877193,1.2665842111800387
112,37.2,95.0,662.0,Running,6.683139118690646,2.617092605518737,-10.438113898138653,-10.759077006646525,4.194702502348061,2.410333636676931,6.746860031767924,49.06040634009148,10.887424325754113
180,36.6,98.0,598.0,Running,-11.899048405319776,14.24316787575347,-19.35957235026794,2.2097032478470453,3.343708277962563,8.520527581277456,10.511007031185796,27.043078853849348,3.2102868981369497
146,37.3,100.0,610.0,Running,11.349486560300663,15.479807028160982,-9.205486859423791,-5.451995387214231,-5.458504380696572,6.234458577673597,13.26877582367002,74.44463196669199,2.7577687924842245
170,36.9,98.0,439.0,Running,-4.616175395059564,1.63123164048795,9.305630527324974,0.7992819599870018,-10.766714599356222,1.0838778188131457,13.876741582825089,66.05547740344895,1.220835277940644
165,36.8,95.0,751.0,Running,-7.040753368273873,-6.249851845662897,-13.395411244471129,4.847286002633684,3.4673945595699687,-3.0393763033790893,2.019061038895786,49.161193272166805,2.189249765141719
175,37.0,96.0,721.0,Running,-1.5673975936415858,11.652362004854009,7.43972057096594,4.595770868050008,-6.829778556002672,1.1027071350693345,4.197293181646543,74.57539598406412,4.087252498460376
133,36.8,98.0,651.0,Running,-8.106863246812766,6.202731814004006,1.7969272138357253,1.3016091938561036,2.0432640574033543,0.9705381547667884,12.481946662566076,48.57763653078692,1.770787531265567
172,37.5,96.0,580.0,Running,15.020841347425264,-14.854292326972876,5.677056696090666,4.054041365798911,-6.763351429217672,2.4193832559401987,16.74547069254212,53.65295306279517,6.988402266617065
114,37.1,100.0,397.0,Running,3.9367748765696255,17.599601196336113,-9.536075620639243,-8.742659866190904,5.563441874949627,3.40679755221474,14.47838761466334,66.91670375950848,2.2833039833146085
177,37.0,100.0,753.0,Running,0.9572257657785508,6.453733872193739,-4.344166061676802,-5.454832151075991,-5.582622199743295,2.674086681729551,7.896673967673561,57.898050255084605,6.34678518640813
158,37.6,99.0,369.0,Running,21.10118808361325,-0.3246443341632115,14.417469209437364,6.551543730598041,5.586994079512304,-0.1552946643545097,1.896737332250201,45.97031370035386,15.944489544992493
160,36.7,96.0,680.0,Running,-8.229274053371606,24.76393777356149,6.643673539124837,4.824258165487288,-4.818794631053055,-11.19115616662486,18.899106170283314,64.79564758858905,13.17206218423895
122,36.6,96.0,586.0,Running,-12.938285428802294,10.453411957973708,19.731195025760908,-2.181929452632843,-7.482646275450396,3.841036083158688,9.372632785061578,54.17522951967004,1.517700123730732
112,37.5,98.0,386.0,Running,17.948295905372667,11.459096786367594,1.338046244610827,-0.5480490196291542,-3.250119672034491,1.0769825272814395,17.718377907813274,42.36179956101298,8.345745122751696
134,37.0,95.0,322.0,Running,0.051388257238195,0.2816992647612114,11.619900715697373,5.865623187933206,-2.733400422936327,-2.8491646411937936,8.887767425862169,55.93698273064621,3.424193607118412
176,37.2,97.0,756.0,Running,6.103929337005488,0.4550781719302583,-7.416591867980716,2.238584629051388,6.702305258951739,3.752895837608828,4.718540161893332,13.604118941971876,11.19767433798886
113,37.0,99.0,555.0,Running,-1.3953189532086765,7.313284947066763,14.713069789163772,-5.633837344549026,4.148662089395873,-5.6503466952017884,13.326195164005345,42.56182741984776,3.2586178959475625
148,37.3,97.0,410.0,Running,9.521395319352685,-6.861183986403898,-8.224254739922262,1.1962343205557475,-0.2173847490693121,-0.3209408855424888,1.004313726146855,41.92928362264792,4.168749917149956
160,37.4,100.0,530.0,Running,13.41258926381702,-14.927231666880994,-19.27029457588482,-4.596922957932117,2.5712737800891743,1.2612019821333869,17.03370881338765,22.109948425099137,1.3513204038153646
137,37.3,96.0,354.0,Running,10.37255997112596,15.342135486496538,-2.168285511140566,5.504798174992855,5.621766799352513,7.890590287810922,3.286907947989735,77.84971154842933,0.9015693692848092
113,37.5,100.0,786.0,Running,15.960432346598662,-10.00808160788099,-2.4371730365987614,1.2686983074728673,-0.657362978358339,-3.0199031298461474,8.121673562649956,29.398956665453763,0.4938673209359834
159,36.7,97.0,726.0,Running,-9.210821906008082,-6.780699084836196,5.746367383799914,-0.1463140684248917,-1.17203900158161,-14.955679854503616,16.24563390457516,32.308105032383295,7.8012269068489
154,36.8,97.0,357.0,Running,-5.035895789899597,-0.4467429602838785,12.13517410004963,5.630251253860841,-3.9188283279319824,-0.9344807908099242,7.483644545396691,71.52631098833353,8.76198935917847
165,36.7,99.0,404.0,Running,-10.145374759709869,4.476181547707083,3.7353521718512224,15.68874266829997,1.1970225026768853,-1.1827764360947302,19.7879702847696,26.853226580856944,10.034031880177796
122,36.8,96.0,620.0,Running,-5.643018758317864,-14.021596000756873,4.35710614855738,5.668850484335323,-1.046569097896808,1.3502867919571104,8.666138411512993,71.36743731870422,7.533475435786379
174,36.5,96.0,318.0,Running,-14.848872409545812,8.238306780089497,-1.3133682333945935,3.2795038826488048,-3.929930163174912,-6.841575194164053,7.409281568069544,64.96448115380366,9.149234571819411
154,36.7,95.0,309.0,Running,-10.59917043542107,8.598150447641581,-17.255926357411607,2.580891435574792,-0.2270560896611911,0.4668618713832562,7.272963055996484,48.480789219477,3.0932194054648567
126,37.5,95.0,743.0,Running,14.926615957242642,-9.815876096970172,15.112677535165185,1.7572410377079146,-6.282534471396282,-4.759592300111178,4.121450022175776,67.39071564950783,2.966174414488308
60,36.4535233101765,98.83048234296214,0.0,Resting,-0.044173905845146,-0.0510689890790573,9.815751295272,0.0,0.0,0.0,0.2891430216882049,46.99125139499736,0.1562954604901839
67,36.41343563954707,96.42485531035382,0.0,Resting,0.0861344511124796,-0.015739823673327,9.823657004202744,0.0,0.0,0.0,0.2353640087260094,74.98974598626265,0.1140137391442379
73,36.60474064011712,99.10350901787878,0.0,Resting,-0.0950711190727354,0.067767867353054,9.85629241775094,0.0,0.0,0.0,0.1603173739747103,69.49725765708489,0.1113251114755116
56,36.82218232805423,99.23182931243608,0.0,Resting,0.0393377975746393,0.0754240935324576,9.84065544554649,0.0,0.0,0.0,0.1376605049834212,50.113496027611575,0.1240756299011067
66,36.88665835110309,99.07105847085737,0.0,Resting,0.0450652781471756,-0.0513640039471548,9.86689165057122,0.0,0.0,0.0,0.1607470092450199,42.69138451686058,0.2161537167228843
69,36.87589126832841,96.45586354847696,0.0,Resting,0.0672757154820798,0.0101141269082728,9.711242781091975,0.0,0.0,0.0,0.118603481852535,50.71989067537512,0.2857526842410984
68,36.48774044897846,98.57563182827106,0.0,Resting,0.094887862127695,-0.0615013698728345,9.8495041273493,0.0,0.0,0.0,0.1287735932686659,76.48832947126103,0.1993486856011969
60,36.74978747476855,99.3372991829976,0.0,Resting,0.0951203838313304,-0.0796242471720887,9.87017055146442,0.0,0.0,0.0,0.1209320880692962,65.32714699583089,0.2685890964912394
72,36.45026735801938,98.30941360487869,0.0,Resting,-0.0869446484867072,0.0822241002783915,9.757227008491665,0.0,0.0,0.0,0.1845887087483115,68.84218643591487,0.1891773239719615
59,36.24872443458815,98.58562950091236,0.0,Resting,0.0643678645505805,0.0641015008464218,9.82808945479865,0.0,0.0,0.0,0.2591156752515172,50.28609404436384,0.241716709153565
72,36.761252212482354,97.83345391770524,0.0,Resting,0.0292619867314762,0.0520069803606347,9.762832412767397,0.0,0.0,0.0,0.128276710843268,68.77552622299281,0.2463745474573001
57,36.20786204205584,98.1148292795362,0.0,Resting,0.0294684268746182,-0.0902467362373719,9.891594213296491,0.0,0.0,0.0,0.1260640866344671,41.12486025111695,0.1347927411806677
57,36.52734606996679,96.1375074334069,0.0,Resting,-0.074330014677061,0.0687457585420515,9.7066847144871,0.0,0.0,0.0,0.2286857899034661,55.01285383092055,0.1722432117951623
76,36.463503415441664,98.55585208789314,0.0,Resting,0.0300374332891306,-0.0123911848189232,9.815958568766591,0.0,0.0,0.0,0.1394365963936132,65.07013394169326,0.2274604313076047
76,36.75470203081508,96.32578885156464,0.0,Resting,0.0964965161202495,-0.031520975340828,9.733300709409905,0.0,0.0,0.0,0.1195220076217983,45.84386262165281,0.1141393216368732
64,36.812996378208304,97.7400583773609,0.0,Resting,0.0823637139078894,0.0092952722050752,9.842444041035431,0.0,0.0,0.0,0.1333697156411155,72.92014297787739,0.1723080375525913
73,36.44327570877703,97.17062039066964,0.0,Resting,-0.0121738678390298,-0.0817293514552888,9.735178056683733,0.0,0.0,0.0,0.2847462791753552,49.40125195247674,0.2069598932562384
57,36.84930161155588,98.18171180084686,0.0,Resting,-0.0920104053427811,0.0513293098704797,9.747076652379672,0.0,0.0,0.0,0.2642942505552381,66.09124451273786,0.2992448986089277
66,36.43513340840395,96.53366534209285,0.0,Resting,-0.027541301999959,0.0164870153776591,9.79887416220915,0.0,0.0,0.0,0.1708129124710188,56.20788570301319,0.1949067125244881
70,36.55706108798925,98.76657360789328,0.0,Resting,0.065278062320111,-0.0626819806253665,9.882966989999376,0.0,0.0,0.0,0.2311641534654785,63.841743819105886,0.2632113514228646
71,36.781614821611306,99.18004614771388,0.0,Resting,0.0402998202930331,-0.0623535600461908,9.742342874429594,0.0,0.0,0.0,0.2074551347336076,44.29802210515633,0.1864134570133235
61,36.75433618337984,96.65341779897264,0.0,Resting,-0.0081312688812087,-0.0631502696854651,9.72884800422362,0.0,0.0,0.0,0.2354248526965127,40.67651199686429,0.2592781445239417
67,36.98989477784976,96.41725234940752,0.0,Resting,-0.0889796929682337,-0.0885995224896132,9.851795366370808,0.0,0.0,0.0,0.2365342304925518,76.38257709521204,0.2190829603240217
78,36.38012881937275,96.58206193114944,0.0,Resting,-0.0146210544353394,0.0175596898743369,9.800123906466784,0.0,0.0,0.0,0.2257468030119986,50.78520035068731,0.2773190883004797
56,36.729854330831664,99.508510247594,0.0,Resting,-0.0061950120564232,0.0680696355177016,9.882357022476354,0.0,0.0,0.0,0.1532202737074617,72.78708011121836,0.182188510470022
58,36.687745526620624,98.11275704702544,0.0,Resting,0.0857111065788271,-0.0965003572025222,9.729322911431968,0.0,0.0,0.0,0.1078012841525636,79.974012018888,0.2208608839642957
64,36.93207876359202,97.86904398403,0.0,Resting,0.0282172207164319,-0.0901990710057453,9.829185578604609,0.0,0.0,0.0,0.1911133563980217,48.45725031995645,0.2260037361237654
61,36.325089713315904,96.42684727640942,0.0,Resting,-0.0376694166690702,0.0145540553373891,9.746575829230364,0.0,0.0,0.0,0.2781947769381407,50.60682964733422,0.1834765883600946
78,36.80143853086955,98.59822402702784,0.0,Resting,0.0050636528901442,0.0638991370772104,9.731352085730329,0.0,0.0,0.0,0.2138994517037151,66.51439150538663,0.1288624087374963
71,36.654614893015015,99.47199836758035,0.0,Resting,-0.086788938435568,-0.0346522218862732,9.836685883031452,0.0,0.0,0.0,0.2664782083403816,78.61794538402485,0.1187118813824671
74,36.41973269583033,99.3127434772938,0.0,Resting,0.0945136471299473,-0.0300771202384555,9.818736923981746,0.0,0.0,0.0,0.2983248685922456,76.63257392762975,0.1033343101199266
60,36.57954793131774,98.5042188359232,0.0,Resting,-0.0279880196138548,0.0192692994993551,9.850965491672468,0.0,0.0,0.0,0.1327232408276552,60.11502080262339,0.2747068528490429
73,36.46702127765584,96.3011148666067,0.0,Resting,-0.0044265290173728,-0.0451574221751706,9.761892515289237,0.0,0.0,0.0,0.2383555278283964,71.804411301069,0.1472949824477389
59,36.66345072223077,96.44958810870403,0.0,Resting,-0.0289432051526154,-0.0946783267844631,9.789594331276438,0.0,0.0,0.0,0.2348587147400049,45.429834123996045,0.1423013498563536
64,36.91120048865173,96.1972359484393,0.0,Resting,0.03650234602324,0.0470457036203192,9.781094335266085,0.0,0.0,0.0,0.2959910894716556,79.09752736816048,0.2472070800852131
63,36.655443987529765,97.02991686596988,0.0,Resting,0.0324464316659185,0.0251299825882906,9.896817892793305,0.0,0.0,0.0,0.2971201467905601,78.57412936143946,0.1640032226174783
67,36.70537793466127,96.54264586864151,0.0,Resting,0.0430644621058271,0.0161511998111318,9.758449791347877,0.0,0.0,0.0,0.2373357223448259,46.54915831516684,0.2012089384823673
73,36.61499827769177,97.04019216100974,0.0,Resting,-0.0463713540776158,0.0483368257983646,9.758963447669354,0.0,0.0,0.0,0.1487229583964388,51.97692499212427,0.1325022130594912
75,36.24093240515639,97.54023222287584,0.0,Resting,-0.0368663037671868,0.0350461675124074,9.77090964176572,0.0,0.0,0.0,0.2597111676261198,44.00619990027068,0.2919491442923938
78,36.38628684550088,99.77193113628454,0.0,Resting,-0.0749497537807584,-0.0588236023643357,9.812918816258064,0.0,0.0,0.0,0.1214058268422076,50.86870395592719,0.2703162800034474
60,36.59360138354567,98.44150423912676,0.0,Resting,0.0311019943692225,-0.0295037906113297,9.750464548852747,0.0,0.0,0.0,0.2561398608343257,72.63823157660826,0.2727579245930006
58,36.44818822699577,99.33989514273183,0.0,Resting,-0.0920405745328695,-0.074777971664275,9.883057988075857,0.0,0.0,0.0,0.2820392248289393,55.13262428661038,0.181354749714401
78,36.34541087820896,98.84140600284933,0.0,Resting,0.0195364671046918,-0.0740285973164238,9.753137112973253,0.0,0.0,0.0,0.176566678953687,43.53587868587034,0.2524722427414345
57,36.60330627353476,96.45001252210652,0.0,Resting,0.0739391769703267,0.0352391492713078,9.87916314631204,0.0,0.0,0.0,0.2261270589966161,53.68902099115618,0.128775231077956
57,36.45824783475828,98.9436816254958,0.0,Resting,0.0781664296579267,0.0717200213964996,9.720695012729315,0.0,0.0,0.0,0.1860285464193652,79.2553333696512,0.101723800518356
58,36.40648611453874,97.1003955262365,0.0,Resting,-0.0101924479260076,0.0925465167722278,9.83131254047993,0.0,0.0,0.0,0.1875530109976256,65.18734381036812,0.1039945865156056
79,36.57118833395231,98.55643138797882,0.0,Resting,-0.0081392623573852,0.0256694235098888,9.881397103687648,0.0,0.0,0.0,0.162074177821624,56.64643785624631,0.217320347480912
59,36.30662740646574,97.36384789457196,0.0,Resting,-0.0846061633983965,-0.0631797353278086,9.733749887679645,0.0,0.0,0.0,0.2524259240900649,46.6615405398908,0.1910789810495881
62,36.94219658646033,99.99068905305865,0.0,Resting,0.0341530050886071,-0.0788699309102138,9.893665392019852,0.0,0.0,0.0,0.287235312833301,79.44707189134779,0.2036030697817039
70,36.894161678335394,97.0542059179871,0.0,Resting,0.0642518840745691,0.0625701943073515,9.790576672083102,0.0,0.0,0.0,0.2881501718468922,72.83396037052515,0.1014926280834438
102,37.01002723022043,99.02733141520294,55.0,Walking,0.1595428835249592,0.4065601080845009,9.463809824674376,0.2829236142575724,-0.4926421703745854,0.1842090751884866,0.3682192341232203,38.04700929155518,0.2668209304173127
91,36.86794471518298,96.69305614556316,77.0,Walking,0.0804345335572371,-0.1949472890197159,9.173977399521805,-0.0573451517395668,0.0182057321825208,0.3824411913475817,0.399369856856288,33.20253610115862,0.3043661750610379
77,36.612985201199045,95.27716494470616,43.0,Walking,-0.8993541341306721,0.8400801050918072,9.337477045712973,-0.0147332576573784,-0.4624713424681969,-0.2964888916681135,0.2860686347378145,48.978127193780935,0.3171308670857599
86,36.42507413508709,97.77093825502396,82.0,Walking,-0.8741850479639521,0.3005101421873231,9.018081092205684,0.2779094067485368,0.0692302120914479,0.373361117841438,0.2640597484993485,30.39876938938074,0.2016991157214419
86,36.49555910717143,97.93951162447408,44.0,Walking,-0.6253064173464222,-0.8191620444166785,9.400329868410758,-0.1176366689383721,0.4207708496360753,-0.4402377258216156,0.3813306593903998,33.39064617705333,0.3522011965899111
76,36.89784238325922,99.6727012281093,78.0,Walking,-0.9350584566165034,0.8957131345073215,9.54987692115621,-0.0568726546770854,0.4684191305004078,0.3885992804371524,0.2382484258152243,62.305034782519,0.3426028583723481
96,37.147536173474016,98.63030663031238,51.0,Walking,0.4867057911400247,-0.4828854727195082,9.619582592827086,-0.1238095312303778,0.0405526753889241,-0.1709262205392721,0.3230857830065853,60.85893379438426,0.2732572772413044
